# Randomized beat based on jazz air conditioner
# https://www.youtube.com/watch?v=dmKTfro4g6Y
# TODO: vary the volume a bit at random, add a small random deviation to the timing, and add some super-fast double hits
#!tempo:double
#
# Generator script:
#import random
#beat = 0
#for x in range(300):
# duration = random.choice([1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,4])
# print('P,0,'+str(beat)+',1,31')
# beat += duration

P	0	309	1	31
P	0	311	1	31
P	0	314	1	31
P	0	316	1	31
P	0	318	1	31
P	0	320	1	31
P	0	322	1	31
P	0	324	1	31
P	0	325	1	31
P	0	329	1	31
P	0	331	1	31
P	0	332	1	31
P	0	335	1	31
P	0	337	1	31
P	0	338	1	31
P	0	341	1	31
P	0	342	1	31
P	0	344	1	31
P	0	346	1	31
P	0	348	1	31
P	0	350	1	31
P	0	352	1	31
P	0	353	1	31
P	0	355	1	31
P	0	357	1	31
P	0	359	1	31
P	0	361	1	31
P	0	362	1	31
P	0	366	1	31
P	0	368	1	31
P	0	369	1	31
P	0	370	1	31
P	0	372	1	31
P	0	374	1	31
P	0	375	1	31
P	0	376	1	31
P	0	378	1	31
P	0	379	1	31
P	0	380	1	31
P	0	381	1	31
P	0	382	1	31
P	0	386	1	31
P	0	388	1	31
P	0	390	1	31
P	0	392	1	31
P	0	394	1	31
P	0	395	1	31
P	0	397	1	31
P	0	398	1	31
P	0	399	1	31
P	0	402	1	31
P	0	405	1	31
P	0	406	1	31
P	0	408	1	31
P	0	410	1	31
P	0	413	1	31
P	0	416	1	31
P	0	418	1	31
P	0	420	1	31
P	0	421	1	31
P	0	424	1	31
P	0	425	1	31
P	0	427	1	31
P	0	428	1	31
P	0	431	1	31
P	0	432	1	31
P	0	434	1	31
P	0	435	1	31
P	0	437	1	31
P	0	438	1	31
P	0	441	1	31
P	0	442	1	31
P	0	446	1	31
P	0	447	1	31
P	0	448	1	31
P	0	452	1	31
P	0	455	1	31
P	0	456	1	31
P	0	457	1	31
P	0	459	1	31
P	0	460	1	31
P	0	462	1	31
P	0	463	1	31
P	0	465	1	31
P	0	466	1	31
P	0	467	1	31
P	0	469	1	31
P	0	471	1	31
P	0	473	1	31
P	0	475	1	31
P	0	476	1	31
P	0	478	1	31
P	0	479	1	31
P	0	481	1	31
P	0	483	1	31
P	0	484	1	31
P	0	485	1	31
P	0	486	1	31
P	0	487	1	31
P	0	489	1	31
P	0	491	1	31
P	0	493	1	31
P	0	495	1	31
P	0	499	1	31
P	0	500	1	31
P	0	502	1	31
P	0	504	1	31
P	0	507	1	31
P	0	510	1	31
P	0	511	1	31
P	0	512	1	31
P	0	514	1	31
P	0	515	1	31
P	0	517	1	31
P	0	519	1	31
P	0	523	1	31
P	0	524	1	31
P	0	526	1	31
P	0	528	1	31
P	0	532	1	31
P	0	533	1	31
P	0	535	1	31
P	0	537	1	31
P	0	538	1	31
P	0	540	1	31
P	0	541	1	31
P	0	542	1	31
P	0	544	1	31
P	0	545	1	31
P	0	546	1	31
P	0	548	1	31
P	0	549	1	31
P	0	551	1	31
P	0	552	1	31
P	0	553	1	31
P	0	557	1	31
P	0	559	1	31
P	0	560	1	31

